x	y	tooltip	PANEL
-0.0110481059469284	1	hmod fold=1norm.weight=-0.0110481059469284	1
-0.0135024676305052	1	hmod fold=2norm.weight=-0.0135024676305052	1
-0.0251646574139962	1	hmod fold=3norm.weight=-0.0251646574139962	1
-0.0236994987876765	1	hmod fold=4norm.weight=-0.0236994987876765	1
-0.0200492682185567	1	hmod fold=5norm.weight=-0.0200492682185567	1
-0.0262164969846493	1	hmod fold=6norm.weight=-0.0262164969846493	1
-0.0175390969672741	1	hmod fold=7norm.weight=-0.0175390969672741	1
-0.0254419940411517	1	hmod fold=8norm.weight=-0.0254419940411517	1
-0.0158051577355924	1	hmod fold=9norm.weight=-0.0158051577355924	1
-0.0266211913754937	1	hmod fold=10norm.weight=-0.0266211913754937	1
0.0260626896112947	2	ph fold=1norm.weight=0.0260626896112947	1
0.0405922398402002	2	ph fold=2norm.weight=0.0405922398402002	1
0.0300023485823494	2	ph fold=3norm.weight=0.0300023485823494	1
0.0244402476615816	2	ph fold=4norm.weight=0.0244402476615816	1
0.0300753953779143	2	ph fold=5norm.weight=0.0300753953779143	1
0.0228672514660126	2	ph fold=6norm.weight=0.0228672514660126	1
0.0190585091339548	2	ph fold=7norm.weight=0.0190585091339548	1
0.0167936350213766	2	ph fold=8norm.weight=0.0167936350213766	1
0.0270002606887632	2	ph fold=9norm.weight=0.0270002606887632	1
0.030783782556879	2	ph fold=10norm.weight=0.030783782556879	1
-0.0387132479184227	3	sand fold=1norm.weight=-0.0387132479184227	1
-0.00474792085801041	3	sand fold=2norm.weight=-0.00474792085801041	1
-0.0264414134068835	3	sand fold=3norm.weight=-0.0264414134068835	1
-0.0364489618195031	3	sand fold=4norm.weight=-0.0364489618195031	1
-0.0174645253878466	3	sand fold=5norm.weight=-0.0174645253878466	1
-0.0391440512652372	3	sand fold=6norm.weight=-0.0391440512652372	1
-0.0268128806874581	3	sand fold=7norm.weight=-0.0268128806874581	1
-0.0348164192225982	3	sand fold=8norm.weight=-0.0348164192225982	1
-0.0335127278950917	3	sand fold=9norm.weight=-0.0335127278950917	1
-0.0290673377857797	3	sand fold=10norm.weight=-0.0290673377857797	1
-0.0650048432111496	4	clay fold=1norm.weight=-0.0650048432111495	1
-0.069574654019943	4	clay fold=2norm.weight=-0.069574654019943	1
-0.0579170221586446	4	clay fold=3norm.weight=-0.0579170221586446	1
-0.0591705928311999	4	clay fold=4norm.weight=-0.0591705928311999	1
-0.063844354349152	4	clay fold=5norm.weight=-0.063844354349152	1
-0.0620449744650218	4	clay fold=6norm.weight=-0.0620449744650218	1
-0.0533195201374868	4	clay fold=7norm.weight=-0.0533195201374868	1
-0.0561488366489851	4	clay fold=8norm.weight=-0.0561488366489851	1
-0.0629055637755335	4	clay fold=9norm.weight=-0.0629055637755335	1
-0.0600988311861285	4	clay fold=10norm.weight=-0.0600988311861285	1
-0.137508304866374	5	bio14 fold=1norm.weight=-0.137508304866374	1
-0.179859713683504	5	bio14 fold=2norm.weight=-0.179859713683504	1
-0.1082352000229	5	bio14 fold=3norm.weight=-0.1082352000229	1
-0.113282606910417	5	bio14 fold=4norm.weight=-0.113282606910417	1
-0.1458136863996	5	bio14 fold=5norm.weight=-0.1458136863996	1
-0.130255393076729	5	bio14 fold=6norm.weight=-0.130255393076729	1
-0.111900222559585	5	bio14 fold=7norm.weight=-0.111900222559585	1
-0.0278122635790533	5	bio14 fold=8norm.weight=-0.0278122635790533	1
-0.109281767235647	5	bio14 fold=9norm.weight=-0.109281767235647	1
-0.130812941583097	5	bio14 fold=10norm.weight=-0.130812941583097	1
-0.115152461474108	6	bio16 fold=1norm.weight=-0.115152461474108	1
-4.27638609928341e-05	6	bio16 fold=2norm.weight=-4.27638609928341e-05	1
-0.209462243410605	6	bio16 fold=3norm.weight=-0.209462243410605	1
-0.117216218108402	6	bio16 fold=4norm.weight=-0.117216218108401	1
-0.0280502975922371	6	bio16 fold=5norm.weight=-0.0280502975922371	1
-0.168963397472744	6	bio16 fold=6norm.weight=-0.168963397472744	1
-0.165932172842315	6	bio16 fold=7norm.weight=-0.165932172842315	1
-0.253340042752178	6	bio16 fold=8norm.weight=-0.253340042752178	1
-0.162144659394039	6	bio16 fold=9norm.weight=-0.162144659394039	1
-0.177330004111893	6	bio16 fold=10norm.weight=-0.177330004111893	1
0.15651425696939	7	silt fold=1norm.weight=0.15651425696939	1
0.183677698845928	7	silt fold=2norm.weight=0.183677698845928	1
0.162555638297363	7	silt fold=3norm.weight=0.162555638297363	1
0.162517157847965	7	silt fold=4norm.weight=0.162517157847965	1
0.169260233226652	7	silt fold=5norm.weight=0.169260233226652	1
0.15075951668927	7	silt fold=6norm.weight=0.15075951668927	1
0.15650062448406	7	silt fold=7norm.weight=0.15650062448406	1
0.150979558423325	7	silt fold=8norm.weight=0.150979558423325	1
0.15935276323044	7	silt fold=9norm.weight=0.15935276323044	1
0.15060717312563	7	silt fold=10norm.weight=0.15060717312563	1
0.179869731810585	8	bio9 fold=1norm.weight=0.179869731810585	1
0.188290640313994	8	bio9 fold=2norm.weight=0.188290640313994	1
0.190454125341912	8	bio9 fold=3norm.weight=0.190454125341912	1
0.17286633373095	8	bio9 fold=4norm.weight=0.17286633373095	1
0.174295451072632	8	bio9 fold=5norm.weight=0.174295451072632	1
0.160015587347919	8	bio9 fold=6norm.weight=0.160015587347919	1
0.187196041877492	8	bio9 fold=7norm.weight=0.187196041877492	1
0.173362153784915	8	bio9 fold=8norm.weight=0.173362153784915	1
0.181997088198074	8	bio9 fold=9norm.weight=0.181997088198074	1
0.164686625567731	8	bio9 fold=10norm.weight=0.164686625567731	1
0.223359287605629	9	bdepth fold=1norm.weight=0.223359287605629	1
0.194925870149434	9	bdepth fold=2norm.weight=0.194925870149434	1
0.197442351694333	9	bdepth fold=3norm.weight=0.197442351694333	1
0.214071894909614	9	bdepth fold=4norm.weight=0.214071894909614	1
0.211151801024976	9	bdepth fold=5norm.weight=0.211151801024976	1
0.230692298767923	9	bdepth fold=6norm.weight=0.230692298767923	1
0.208750325303822	9	bdepth fold=7norm.weight=0.208750325303822	1
